0,0
1,0
2,0
3,0
4,1
5,0
6,0
7,0
8,0
9,5
10,7
11,14
12,6
13,10
14,9
15,7
16,12
17,16
18,19
19,12
20,12
21,13
22,13
23,9
24,9
25,5
26,14
27,11
28,8
29,15
30,7
31,10
32,9
33,9
34,7
35,9
36,9
37,11
38,12
39,9
40,6
41,11
42,10
43,14
44,13
45,4
46,13
47,17
48,11
49,9
50,6
51,8
52,13
53,11
54,13
55,15
56,23
57,31
58,62
59,87
60,113
61,140
62,167
63,161
64,180
65,164
66,161
67,120
68,96
69,72
70,65
71,24
72,13
73,6
74,5
75,1
76,0
77,0
78,1
79,0
80,0
81,0
82,0
83,0
84,0
85,0
86,0
87,0
88,0
89,0
